Linux 5.4.0-132-generic (ku1rpaaxv008.kunet.ae) 	01/31/23 	_x86_64_	(8 CPU)

00:00:01        CPU      %usr     %nice      %sys   %iowait    %steal      %irq     %soft    %guest    %gnice     %idle
01:05:01          3      1.10      0.00      0.17      0.00      0.00      0.00      0.00      0.00      0.00     98.73
01:05:01          4      0.57      0.00      0.10      0.00      0.00      0.00      0.00      0.00      0.00     99.33
01:05:01          5      0.13      0.00      0.03      0.00      0.00      0.00      0.00      0.00      0.00     99.84
01:05:01          6      0.08      0.00      0.05      0.00      0.00      0.00      0.00      0.00      0.00     99.87
01:05:01          7      2.35      0.00      0.45      0.00      0.00      0.00      0.00      0.00      0.00     97.20
01:15:01        all      0.78      0.00      0.14      0.00      0.00      0.00      0.00      0.00      0.00     99.07
01:15:01          0      1.76      0.00      0.30      0.00      0.00      0.00      0.00      0.00      0.00     97.94
01:15:01          1      0.03      0.00      0.01      0.01      0.00      0.00      0.00      0.00      0.00     99.94
01:15:01          2      0.43      0.00      0.08      0.01      0.00      0.00      0.00      0.00      0.00     99.49
01:15:01          3      1.17      0.00      0.19      0.00      0.00      0.00      0.00      0.00      0.00     98.63
01:15:01          4      0.44      0.00      0.08      0.00      0.00      0.00      0.00      0.00      0.00     99.48
01:15:01          5      0.07      0.00      0.02      0.00      0.00      0.00      0.00      0.00      0.00     99.91
01:15:01          6      0.07      0.00      0.04      0.01      0.00      0.00      0.00      0.00      0.00     99.89
01:15:01          7      2.27      0.00      0.43      0.00      0.00      0.00      0.00      0.00      0.00     97.29
01:25:01        all      0.81      0.00      0.14      0.00      0.00      0.00      0.00      0.00      0.00     99.04
01:25:01          0      1.63      0.00      0.26      0.00      0.00      0.00      0.00      0.00      0.00     98.10
01:25:01          1      0.25      0.00      0.05      0.01      0.00      0.00      0.01      0.00      0.00     99.69
01:25:01          2      0.40      0.00      0.08      0.00      0.00      0.00      0.00      0.00      0.00     99.52
01:25:01          3      1.33      0.00      0.24      0.00      0.00      0.00      0.00      0.00      0.00     98.43
01:25:01          4      0.36      0.00      0.07      0.00      0.00      0.00      0.00      0.00      0.00     99.57
01:25:01          5      0.03      0.00      0.01      0.00      0.00      0.00      0.00      0.00      0.00     99.96
01:25:01          6      0.05      0.00      0.04      0.01      0.00      0.00      0.00      0.00      0.00     99.90
01:25:01          7      2.48      0.00      0.40      0.00      0.00      0.00      0.00      0.00      0.00     97.12
01:35:01        all      0.77      0.00      0.15      0.00      0.00      0.00      0.00      0.00      0.00     99.07
01:35:01          0      1.22      0.00      0.23      0.00      0.00      0.00      0.00      0.00      0.00     98.54
01:35:01          1      0.36      0.00      0.08      0.01      0.00      0.00      0.00      0.00      0.00     99.55
01:35:01          2      0.76      0.00      0.15      0.00      0.00      0.00      0.00      0.00      0.00     99.09
01:35:01          3      1.03      0.00      0.17      0.00      0.00      0.00      0.00      0.00      0.00     98.80
01:35:01          4      0.30      0.00      0.06      0.00      0.00      0.00      0.00      0.00      0.00     99.63
01:35:01          5      0.04      0.00      0.02      0.00      0.00      0.00      0.00      0.00      0.00     99.93
01:35:01          6      0.07      0.00      0.05      0.01      0.00      0.00      0.00      0.00      0.00     99.88
01:35:01          7      2.40      0.00      0.46      0.00      0.00      0.00      0.00      0.00      0.00     97.13
01:45:01        all      0.77      0.00      0.15      0.00      0.00      0.00      0.00      0.00      0.00     99.09
01:45:01          0      1.48      0.00      0.25      0.00      0.00      0.00      0.00      0.00      0.00     98.27
01:45:01          1      0.23      0.00      0.06      0.01      0.00      0.00      0.00      0.00      0.00     99.70
01:45:01          2      0.87      0.00      0.16      0.00      0.00      0.00      0.00      0.00      0.00     98.97
01:45:01          3      0.79      0.00      0.14      0.00      0.00      0.00      0.00      0.00      0.00     99.07
01:45:01          4      0.29      0.00      0.05      0.00      0.00      0.00      0.00      0.00      0.00     99.66
01:45:01          5      0.09      0.00      0.02      0.00      0.00      0.00      0.00      0.00      0.00     99.89
01:45:01          6      0.07      0.00      0.05      0.00      0.00      0.00      0.00      0.00      0.00     99.89
01:45:01          7      2.30      0.00      0.45      0.00      0.00      0.00      0.00      0.00      0.00     97.24

01:45:01        CPU      %usr     %nice      %sys   %iowait    %steal      %irq     %soft    %guest    %gnice     %idle
01:55:01        all      0.83      0.00      0.16      0.00      0.00      0.00      0.00      0.00      0.00     99.01
01:55:01          0      1.58      0.00      0.31      0.00      0.00      0.00      0.00      0.00      0.00     98.11
01:55:01          1      0.41      0.00      0.08      0.02      0.00      0.00      0.00      0.00      0.00     99.49
01:55:01          2      1.14      0.00      0.22      0.00      0.00      0.00      0.00      0.00      0.00     98.64
01:55:01          3      0.71      0.00      0.11      0.00      0.00      0.00      0.00      0.00      0.00     99.18
01:55:01          4      0.05      0.00      0.02      0.00      0.00      0.00      0.00      0.00      0.00     99.93
01:55:01          5      0.19      0.00      0.05      0.00      0.00      0.00      0.00      0.00      0.00     99.76
01:55:01          6      0.10      0.00      0.06      0.00      0.00      0.00      0.00      0.00      0.00     99.84
01:55:01          7      2.44      0.00      0.47      0.00      0.00      0.00      0.00      0.00      0.00     97.09
02:05:01        all      0.80      0.00      0.16      0.00      0.00      0.00      0.00      0.00      0.00     99.04
02:05:01          0      1.78      0.00      0.32      0.00      0.00      0.00      0.00      0.00      0.00     97.90
02:05:01          1      0.35      0.00      0.08      0.02      0.00      0.00      0.00      0.00      0.00     99.56
02:05:01          2      1.08      0.00      0.19      0.00      0.00      0.00      0.00      0.00      0.00     98.74
02:05:01          3      0.61      0.00      0.11      0.00      0.00      0.00      0.00      0.00      0.00     99.27
02:05:01          4      0.00      0.00      0.01      0.00      0.00      0.00      0.00      0.00      0.00     99.99
02:05:01          5      0.10      0.00      0.03      0.00      0.00      0.00      0.00      0.00      0.00     99.86
02:05:01          6      0.08      0.00      0.06      0.00      0.00      0.00      0.00      0.00      0.00     99.86
02:05:01          7      2.39      0.00      0.46      0.00      0.00      0.00      0.00      0.00      0.00     97.14
02:15:01        all      0.79      0.00      0.15      0.00      0.00      0.00      0.00      0.00      0.00     99.05
02:15:01          0      1.28      0.00      0.24      0.00      0.00      0.00      0.00      0.00      0.00     98.47
02:15:01          1      0.35      0.00      0.08      0.01      0.00      0.00      0.00      0.00      0.00     99.56
02:15:01          2      0.94      0.00      0.16      0.00      0.00      0.00      0.00      0.00      0.00     98.90
02:15:01          3      0.70      0.00      0.13      0.00      0.00      0.00      0.00      0.00      0.00     99.17
02:15:01          4      0.57      0.00      0.10      0.00      0.00      0.00      0.00      0.00      0.00     99.33
02:15:01          5      0.08      0.00      0.02      0.00      0.00      0.00      0.00      0.00      0.00     99.90
02:15:01          6      0.06      0.00      0.04      0.00      0.00      0.00      0.00      0.00      0.00     99.89
02:15:01          7      2.38      0.00      0.44      0.00      0.00      0.00      0.00      0.00      0.00     97.18
02:25:01        all      0.80      0.00      0.15      0.00      0.00      0.00      0.00      0.00      0.00     99.05
02:25:01          0      1.63      0.00      0.27      0.00      0.00      0.00      0.00      0.00      0.00     98.10
02:25:01          1      0.20      0.00      0.05      0.01      0.00      0.00      0.00      0.00      0.00     99.74
02:25:01          2      1.14      0.00      0.20      0.00      0.00      0.00      0.00      0.00      0.00     98.66
02:25:01          3      0.82      0.00      0.16      0.00      0.00      0.00      0.00      0.00      0.00     99.02
02:25:01          4      0.15      0.00      0.02      0.00      0.00      0.00      0.00      0.00      0.00     99.83
02:25:01          5      0.02      0.00      0.01      0.00      0.00      0.00      0.00      0.00      0.00     99.98
02:25:01          6      0.04      0.00      0.04      0.01      0.00      0.00      0.00      0.00      0.00     99.92
02:25:01          7      2.43      0.00      0.42      0.00      0.00      0.00      0.00      0.00      0.00     97.15
02:35:01        all      0.82      0.00      0.15      0.01      0.00      0.00      0.00      0.00      0.00     99.03
02:35:01          0      1.76      0.00      0.30      0.00      0.00      0.00      0.00      0.00      0.00     97.94
02:35:01          1      0.20      0.00      0.06      0.01      0.00      0.00      0.00      0.00      0.00     99.73
02:35:01          2      1.18      0.00      0.19      0.00      0.00      0.00      0.00      0.00      0.00     98.63
02:35:01          3      0.84      0.00      0.15      0.03      0.00      0.00      0.00      0.00      0.00     98.99
02:35:01          4      0.13      0.00      0.03      0.00      0.00      0.00      0.00      0.00      0.00     99.84
02:35:01          5      0.02      0.00      0.02      0.00      0.00      0.00      0.00      0.00      0.00     99.96
02:35:01          6      0.07      0.00      0.05      0.01      0.00      0.00      0.00      0.00      0.00     99.86
02:35:01          7      2.33      0.00      0.41      0.00      0.00      0.00      0.00      0.00      0.00     97.26
02:45:01        all      0.78      0.00      0.14      0.00      0.00      0.00      0.00      0.00      0.00     99.07
02:45:01          0      1.71      0.00      0.28      0.00      0.00      0.00      0.00      0.00      0.00     98.01
02:45:01          1      0.03      0.00      0.01      0.01      0.00      0.00      0.00      0.00      0.00     99.95
02:45:01          2      0.36      0.00      0.07      0.00      0.00      0.00      0.00      0.00      0.00     99.57
02:45:01          3      1.29      0.00      0.22      0.00      0.00      0.00      0.00      0.00      0.00     98.49
02:45:01          4      0.36      0.00      0.06      0.00      0.00      0.00      0.00      0.00      0.00     99.57
02:45:01          5      0.04      0.00      0.02      0.00      0.00      0.00      0.00      0.00      0.00     99.94
02:45:01          6      0.05      0.00      0.04      0.01      0.00      0.00      0.00      0.00      0.00     99.91
02:45:01          7      2.43      0.00      0.43      0.00      0.00      0.00      0.00      0.00      0.00     97.14
02:55:01        all      0.76      0.00      0.16      0.00      0.00      0.00      0.00      0.00      0.00     99.09
02:55:01          0      1.54      0.00      0.29      0.00      0.00      0.00      0.00      0.00      0.00     98.17
02:55:01          1      0.29      0.00      0.07      0.00      0.00      0.00      0.00      0.00      0.00     99.63
02:55:01          2      0.25      0.00      0.06      0.00      0.00      0.00      0.00      0.00      0.00     99.68
02:55:01          3      1.22      0.00      0.24      0.00      0.00      0.00      0.00      0.00      0.00     98.54
02:55:01          4      0.34      0.00      0.07      0.00      0.00      0.00      0.00      0.00      0.00     99.60
02:55:01          5      0.06      0.00      0.03      0.01      0.00      0.00      0.00      0.00      0.00     99.91
02:55:01          6      0.11      0.00      0.06      0.00      0.00      0.00      0.00      0.00      0.00     99.83
02:55:01          7      2.23      0.00      0.43      0.00      0.00      0.00      0.00      0.00      0.00     97.34
03:05:02        all      0.79      0.00      0.15      0.00      0.00      0.00      0.00      0.00      0.00     99.06
03:05:02          0      1.78      0.00      0.31      0.00      0.00      0.00      0.00      0.00      0.00     97.91
03:05:02          1      0.03      0.00      0.01      0.01      0.00      0.00      0.00      0.00      0.00     99.95
03:05:02          2      0.65      0.00      0.11      0.00      0.00      0.00      0.00      0.00      0.00     99.24
03:05:02          3      1.14      0.00      0.20      0.00      0.00      0.00      0.00      0.00      0.00     98.66
03:05:02          4      0.26      0.00      0.05      0.00      0.00      0.00      0.00      0.00      0.00     99.69
